Cooper Tilbury [AU],Gholdengo ex
Anders Oh [AU],Roaring Moon ex
Tyler Bishop [AU],Terapagos Dusknoir
Stephen Kirk [AU],Regidrago VSTAR
Abigail Myers [AU],Gardevoir ex
Fletcher Konynenburg [AU],Snorlax Stall
Scott Timms [AU],Ancient Box
Matthew Triffett [AU],Miraidon ex
Pedro Henrique Basso Faria [BR],Dragapult Dusknoir
Joseph Mills [AU],Charizard Pidgeot
Caleb Harper [AU],Gardevoir ex
Andrew Riley [AU],Charizard Pidgeot
Yong Min Xiang [AU],Other
Ellie Crouch [AU],Lugia Archeops
Diana Johari [AU],Regidrago VSTAR
Jones Naylor [AU],Gardevoir ex
Jaymie Moy [AU],Charizard Pidgeot
James Cheng [AU],Charizard Pidgeot
Justin Payne [AU],Terapagos Dusknoir
Evie Collins [AU],Miraidon ex
Holly Woodward [AU],Raging Bolt Ogerpon
Ethan Luu [AU],Raging Bolt Ogerpon
Cooper Kyrwood [AU],Other
Brenden Davies [AU],Charizard Pidgeot
Hayden Price [AU],Klawf Terapagos
Jason van den Bergh [AU],Other
Nicholas Cronje [AU],Charizard Pidgeot
Ethan Cooper [AU],Ancient Box
James Evans [AU],Roaring Moon ex
Alex Buckland [AU],Miraidon ex
Jose de la garma [AU],Dragapult Iron Thorns
Oliver Hanns [AU],Charizard Pidgeot
Haoqi Zheng [CN],Gholdengo ex
Fareez Sanif [AU],Lost Zone Box
Alvin Hall [AU],Miraidon ex
Calvindoro Lim [AU],Charizard Pidgeot
Lochlan Miles [AU],Other
VRAJ PANKHANIA [AU],Lugia Archeops
Katelin Altieri [AU],Raging Bolt Ogerpon
Patrick Dixon [AU],Charizard Pidgeot
TJ Dixon [AU],Other
Sineth Akmeemana [AU],Snorlax Stall
Ramon Salkow [AU],Regidrago VSTAR
Thomas Gohr [AU],Other
Alyssa Lock [AU],Regidrago VSTAR
Connor Murphy [AU],Charizard Pidgeot
laura jack [AU],Regidrago VSTAR
Daniel Purcell [AU],Palkia
Jayden Cole [AU],Terapagos Dusknoir
Jesse Brownrigg [AU],Other
Dylan Tongue [AU],Lost Zone Box
Hannah Paterson [AU],Charizard Pidgeot
Scott Davies [AU],Charizard Pidgeot
Jordon Morris [AU],Charizard Pidgeot
William Sutandi [AU],Charizard Pidgeot
Joogie David-Moss [AU],Gardevoir ex
Tian Li [NZ],Roaring Moon ex
Ho Nam Kan [AU],Lost Zone Box
Ashley Williamson [AU],Raging Bolt Ogerpon
Aaron-Lee Cole [AU],Terapagos Dusknoir
Corey Ireland [AU],Charizard Pidgeot
Robert Kaitse [AU],Roaring Moon ex
Sylvie Gallager [AU],Lost Zone Box
Rowan Farren [AU],Regidrago VSTAR
Joshua Chase [AU],Other
Solomon Foo [AU],Unknown
